Domain name,Domain type,Agency,Organization name,City,State,Security contact email
scdhhs.gov,State or territory,Non-Federal Agency,SC Department of Health and Human Services,Columbia,SC,davisr@scdhhs.gov
scdps.gov,State or territory,Non-Federal Agency,South Carolina Department of Public Safety,Blythewood,SC,(blank)
scelectionnet.gov,State or territory,Non-Federal Agency,South Carolina State Election Commission,Columbia,SC,bleach@elections.sc.gov
scfc.gov,State or territory,Non-Federal Agency,South Carolina Forestry Commission,Columbia,SC,(blank)
sc.gov,State or territory,Non-Federal Agency,"State of South Carolina-The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,soc@admin.sc.gov
schouse.gov,State or territory,Non-Federal Agency,Legislative Printing,Columbia,SC,bruceellsworth@scstatehouse.gov
scmedicaid.gov,State or territory,Non-Federal Agency,SC Dept of Health and Human Services,Columbia,SC,davisr@scdhhs.gov
scohio.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
scsenate.gov,State or territory,Non-Federal Agency,Legislative Printing,Columbia,SC,bruceellsworth@scstatehouse.gov
scserv.gov,State or territory,Non-Federal Agency,SC DHEC,Columbia,SC,SOC@dhec.sc.gov
scstatehouse.gov,State or territory,Non-Federal Agency,Legislative Printing,Columbia,SC,bruceellsworth@scstatehouse.gov
scvotes.gov,State or territory,Non-Federal Agency,South Carolina State Election Commission,Columbia,SC,bleach@elections.sc.gov
sdauditor.gov,State or territory,Non-Federal Agency,Office of the State Auditor,Pierre,SD,soc@state.sd.gov
sdbehavioralhealth.gov,State or territory,Non-Federal Agency,State of South Dakota BIT,Pierre,SD,socalerts@state.sd.us
sdbmoe.gov,State or territory,Non-Federal Agency,Bureau of Information & Telecommuncation,Pierre,SD,soc@state.sd.gov
sd.gov,State or territory,Non-Federal Agency,State of South Dakota,Pierre,SD,soc@state.sd.gov
sdlegislature.gov,State or territory,Non-Federal Agency,State South Dakota Legislative Research Council,pierre,SD,(blank)
sdresponse.gov,State or territory,Non-Federal Agency,South Dakota Bureau of Information & Telecommunications,Pierre,SD,soc@state.sd.gov
sdsos.gov,State or territory,Non-Federal Agency,State of South Dakota,Pierre,SD,soc@state.sd.gov
sdtreasurer.gov,State or territory,Non-Federal Agency,State of South Dakota - BIT,Pierre,SD,soc@state.sd.gov
servealabama.gov,State or territory,Non-Federal Agency,Governor's Office of Volunteer Services,Montgomery,AL,melinda.stallworth@servealabama.gov
serveidaho.gov,State or territory,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
serveindiana.gov,State or territory,Non-Federal Agency,Serve Indiana,Indianapolis,IN,info@serveindiana.gov
servend.gov,State or territory,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
serveohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columb us,OH,(blank)
servga.gov,State or territory,Non-Federal Agency,Department of Public Health,Atlanta,GA,olumide.adesulu@dph.ga.gov
servicearizona.gov,State or territory,Non-Federal Agency,Arizona Department of Transportation,Phoenix,AZ,(blank)
sflhidta.gov,State or territory,Non-Federal Agency,South Florida HIDTA,Miramar,FL,abuse@sflhidta.org
sfwmd.gov,State or territory,Non-Federal Agency,South Florida Water Management District,West Palm Beach,FL,ITSecurity@sfwmd.gov
shapesouthcarolina.gov,State or territory,Non-Federal Agency,SC DHEC,Columbia,SC,bannisbm@dhec.sc.gov
siliconheartlandohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
skillsenhancementtexas.gov,State or territory,Non-Federal Agency,Texas Workforce Commission,Austin,TX,CISO@twc.state.tx.us
skillsenhancementtx.gov,State or territory,Non-Federal Agency,Texas Workforce Commission,Austin,TX,CISO@twc.state.tx.us
sorwi.gov,State or territory,Non-Federal Agency,Wisconsin Department of corrections,Madison,WI,docbtmsecurity@wisconsin.gov
sosmt.gov,State or territory,Non-Federal Agency,Montana Secretary of State,Helena,MT,(blank)
sosnc.gov,State or territory,Non-Federal Agency,North Carolina Department of Secretary of State,Raleigh,NC,(blank)
sourcewell-mn.gov,State or territory,Non-Federal Agency,Sourcewell,Staples,MN,dean.greising@sourcewell-mn.gov
southcarolina.gov,State or territory,Non-Federal Agency,"State of South Carolina-The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,soc@admin.sc.gov
stagingaz.gov,State or territory,Non-Federal Agency,"State of Arizona, Department of Administration",Phoenix,AZ,websecurity@azdoa.gov
statelibraryofiowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
stateofsouthcarolina.gov,State or territory,Non-Federal Agency,"State of South Carolina-The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,soc@admin.sc.gov
stateofwv.gov,State or territory,Non-Federal Agency,WV Office of Technology,Charleston,WV,cso@wv.gov
stopfraudcolorado.gov,State or territory,Non-Federal Agency,Colorado Dept. of Law,Denver,CO,bill.waggoner@coag.gov
strongohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
sunbizflorida.gov,State or territory,Non-Federal Agency,Florida Department of State,Tallahassee,FL,Security@dos.myflorida.com
supremecourtofohio.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
surplustexas.gov,State or territory,Non-Federal Agency,Texas Facilities Commission,Austin,TX,issecurity@tfc.texas.gov
takechargetexas.gov,State or territory,Non-Federal Agency,DSHS,Austin,TX,marcel.powell@hhs.texas.gov
teachiowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
teamga.gov,State or territory,Non-Federal Agency,State Personnel Administration,Atlanta,GA,administrator@doas.ga.gov
teamgeorgia.gov,State or territory,Non-Federal Agency,State Personnel Administration,Atlanta,GA,administrator@doas.ga.gov
teamtn.gov,State or territory,Non-Federal Agency,Office for Information Resources,Nashville,TN,Cyber.Security@tn.gov
tenncare.gov,State or territory,Non-Federal Agency,State of Tennese,nashville,TN,(blank)
tennessee.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tennesseeiis.gov,State or territory,Non-Federal Agency,State of Tennessee,Smyrna,TN,Cyber.Security@tn.gov
tennesseepromise.gov,State or territory,Non-Federal Agency,State of Tennessee,Smyrna,TN,Cyber.Security@tn.gov
tennesseereconnect.gov,State or territory,Non-Federal Agency,State of Tennessee,Smyrna,TN,Cyber.Security@tn.gov
testazdes.gov,State or territory,Non-Federal Agency,Department of Economic Security,Phoenix,AZ,(blank)
testiowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
testnd.gov,State or territory,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
testohio.gov,State or territory,Non-Federal Agency,State Of Ohio,Columbus,OH,(blank)
texasagriculture.gov,State or territory,Non-Federal Agency,Texas Department of Agriculture,Austin,TX,webmaster@texasagriculture.gov
texasassessment.gov,State or territory,Non-Federal Agency,Texas Education Agency,Austin,TX,(blank)
texasattorneygeneral.gov,State or territory,Non-Federal Agency,Office of the Attorney General,Austin,TX,incidents@oag.texas.gov
texasbulliondepository.gov,State or territory,Non-Federal Agency,Texas Comptroller of Public Accounts,Austin,TX,(blank)
texaschildrenscommission.gov,State or territory,Non-Federal Agency,Office of Court Administration,Austin,TX,oca-issecurityteam@txcourts.gov
texascourthelp.gov,State or territory,Non-Federal Agency,Office of Court Administration,Austin,TX,oca-issecurityteam@txcourts.gov
texasfightsidtheft.gov,State or territory,Non-Federal Agency,Office of the Attorney General,Austin,TX,incidents@oag.texas.gov
texas.gov,State or territory,Non-Federal Agency,Texas Department of Information Resources,Austin,TX,(blank)
texasisao.gov,State or territory,Non-Federal Agency,Texas Department of Information Resources,Austin,TX,(blank)
texasjcmh.gov,State or territory,Non-Federal Agency,Office of Court Administration,Austin,TX,oca-issecurityteam@txcourts.gov
texasonline.gov,State or territory,Non-Federal Agency,State of Texas,Austin,TX,(blank)
texasready.gov,State or territory,Non-Federal Agency,Texas Department of State Health Services (DSHS),Austin,TX,ITSecurityTeam@hhsc.state.tx.us
texasschools.gov,State or territory,Non-Federal Agency,Texas Education Agency,Austin,TX,(blank)
texasstateparks.gov,State or territory,Non-Federal Agency,Texas Parks and Wildlife Department,Austin,TX,john.green@tpwd.texas.gov
texassupremecourtcommission.gov,State or territory,Non-Federal Agency,Office of Court Administration,Austin,TX,oca-issecurityteam@txcourts.gov
texassurplus.gov,State or territory,Non-Federal Agency,Texas Facilities Commission,Austin,TX,issecurity@tfc.texas.gov
texdot.gov,State or territory,Non-Federal Agency,Texas Department of Transportation,Austin,TX,infosecurity@txdot.gov
thecometsc.gov,State or territory,Non-Federal Agency,Central Midlands Regional Transit Authority,Columbia,SC,domaininfo@thecometsc.gov
theftaz.gov,State or territory,Non-Federal Agency,Attorney General General Office,Phoenix,AZ,terry.dupree@azag.gov
thestateofsouthcarolina.gov,State or territory,Non-Federal Agency,"State of South Carolina-The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,soc@admin.sc.gov
tnbestforall.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tncollateralmanagement.gov,State or territory,Non-Federal Agency,Strategic Technology Solutions ,Nashville,TN,Cyber.Security@tn.gov
tncourts.gov,State or territory,Non-Federal Agency,Administrative Office of the Courts,Nashville,TN,Cyber.Security@tn.gov
tndagc.gov,State or territory,Non-Federal Agency,State of Tennese,nashville,TN,curtis.clan@tn.gov
tnecd.gov,State or territory,Non-Federal Agency,Dept. of Fianance and Administration - Office for Information Resources,Nashville,TN,Cyber.Security@tn.gov
tnedu.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnfafsafrenzy.gov,State or territory,Non-Federal Agency,State of Tennessee ,Nashville,TN,Cyber.Security@tn.gov
tnfosters.gov,State or territory,Non-Federal Agency,Strategic Technology Solutions,Nashville,TN,Cyber.Security@tn.gov
tn.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnhighwaypatrol.gov,State or territory,Non-Federal Agency,Strategic Technology Solutions,Nashville,TN,Cyber.Security@tn.gov
tnk12.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnlpr.gov,State or territory,Non-Federal Agency,State of Tennessee ,Nashville,TN,Cyber.Security@tn.gov
tnosha.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnpromise.gov,State or territory,Non-Federal Agency,State of Tennessee,Smyrna,TN,Cyber.Security@tn.gov
tnrealid.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnreconnect.gov,State or territory,Non-Federal Agency,State of Tennessee,Smyrna,TN,Cyber.Security@tn.gov
tnsos.gov,State or territory,Non-Federal Agency,Tennessee Department of State,Nashville,TN,john.moravec@tn.gov
tntapinfo.gov,State or territory,Non-Federal Agency,Strategic Technology Solutions,nashville,TN,Cyber.Security@tn.gov
tntreasury.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnusedoil.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnvacation.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tnwildlandfire.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
tourismohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
townofbutlerwi.gov,State or territory,Non-Federal Agency,Town of Butler,Thorp,WI,joe@yellowstonecomputing.com
townofreseburgwi.gov,State or territory,Non-Federal Agency,Town of Reseburg,Thorp,WI,joe@yellowstonecomputing.com
townofwordenwi.gov,State or territory,Non-Federal Agency,Town of Worden,Thorp,WI,joe@yellowstonecomputing.com
transparencyflorida.gov,State or territory,Non-Federal Agency,Florida Governor's Office,Tallahassee,FL,(blank)
travelwyoming.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
truckingks.gov,State or territory,Non-Federal Agency,Kansas Department of Revenue,Topeka,KS,vince.finney@ks.gov
trusttennessee.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
trusttn.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
txag.gov,State or territory,Non-Federal Agency,Office of the Attorney General,Austin,TX,its_noc@oag.texas.gov
txassessment.gov,State or territory,Non-Federal Agency,Texas Education Agency,Austin,TX,(blank)
txbd.gov,State or territory,Non-Federal Agency,Texas Comptroller of Public Accounts,Austin,TX,(blank)
txbulliondepository.gov,State or territory,Non-Federal Agency,Texas Comptroller of Public Accounts,Austin,TX,(blank)
txcourts.gov,State or territory,Non-Federal Agency,Office of Court Administration,Austin,TX,oca-issecurityteam@txcourts.gov
txdmv.gov,State or territory,Non-Federal Agency,Texas Department of Motor Vehicles,Austin,TX,angel.cruz@txdmv.gov
txdot.gov,State or territory,Non-Federal Agency,Texas Department of Transportation,Austin,TX,(blank)
tx.gov,State or territory,Non-Federal Agency,Department of Information Resources,Austin,TX,(blank)
txisao.gov,State or territory,Non-Federal Agency,Texas Department of Information Resources,Austin,TX,(blank)
txoag.gov,State or territory,Non-Federal Agency,Office of the Attorney General,Austin,TX,its_noc@oag.texas.gov
txschools.gov,State or territory,Non-Federal Agency,Texas Education Agency,Austin,TX,(blank)
utah.gov,State or territory,Non-Federal Agency,State of Utah,Salt Lake City,UT,pbates@utah.gov
utcourts.gov,State or territory,Non-Federal Agency,Administrative Office of the Courts,Salt Lake City,UT,secops@utcourts.gov
vacourts.gov,State or territory,Non-Federal Agency,Supreme Court of Virginia,Richmond,VA,security@vacourts.gov
vaemergency.gov,State or territory,Non-Federal Agency,Virginia Department of Emergency Management,Richmond,VA,(blank)
vamoneysearch.gov,State or territory,Non-Federal Agency,Virginia Department of Treasury,Richmond,VA,informationsystems@trs.virginia.gov
vatax.gov,State or territory,Non-Federal Agency,VA Dept of Taxation,RICHMOND,VA,michael.watson@vita.virgina.gov
vawildlife.gov,State or territory,Non-Federal Agency,Virginia Department of Game & Inland Fisheries,Henrico,VA,michael.watson@vita.virgina.gov
vayavotarcolorado.gov,State or territory,Non-Federal Agency,Colorado Department of State,Denver,CO,cybersecurity@coloradosos.gov
vermont.gov,State or territory,Non-Federal Agency,VT Dept of Information & Innovation,Montpelier,VT,scott.carbee@vermont.gov
vermonthealthconnect.gov,State or territory,Non-Federal Agency,State of Vermont Dept of Information & Innovation,Montpelier,VT,(blank)
vermonttreasurer.gov,State or territory,Non-Federal Agency,Office of the State Treasurer c/o VT Dept of Information & Innovation,Montpelier,VT,scott.carbee@vermont.gov
vidol.gov,State or territory,Non-Federal Agency,VI Department of Labor,St. Thomas,VI,roger.richards@dol.vi.gov
vi.gov,State or territory,Non-Federal Agency,USVI Information Technology Bureau,St. Thomas,VI,(blank)
vihfa.gov,State or territory,Non-Federal Agency,Virgin Islands Housing Finance Authority,St. Thomas,VI,(blank)
villageoftheresawi.gov,State or territory,Non-Federal Agency,Village of Theresa,Theresa,WI,dnstech@ontechsys.com
villageofwitheewi.gov,State or territory,Non-Federal Agency,Village of Wither,Withee,WI,joe@yellowstonecomputing.com
virginiaabc.gov,State or territory,Non-Federal Agency,Virginia ABC,Richmond,VA,secops@abc.virginia.gov
virginiacapital.gov,State or territory,Non-Federal Agency,Virginia House of Delegates,Richmond,VA,webmaster@virginiacapitol.gov
virginiacapitol.gov,State or territory,Non-Federal Agency,Virginia House of Delegates,Richmond,VA,webmaster@virginiacapitol.gov
virginiageneralassembly.gov,State or territory,Non-Federal Agency,Virginia General Assembly,Richmond,VA,(blank)
virginia.gov,State or territory,Non-Federal Agency,Commonwealth of Virginia,Chester,VA,michael.watson@vita.virgina.gov
virginiaresources.gov,State or territory,Non-Federal Agency,Virginia Resources Authority,Richmond,VA,accounting@virginiaresources.org
virginiastateparks.gov,State or territory,Non-Federal Agency,Virginia Department of Conservation and Receation,Richmond,VA,vastateparks@dcr.virginia.gov
virginiawildlife.gov,State or territory,Non-Federal Agency,Virginia Department of Game & Inland Fisheries,Henrico,VA,michael.watson@vita.virgina.gov
virginiaworks.gov,State or territory,Non-Federal Agency,Virginia IT Agency,Richmond,VA,michael.watson@vita.virgina.gov
visitidaho.gov,State or territory,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@idaho.gov
visitnebraska.gov,State or territory,Non-Federal Agency,State Of Nebraska,Lincoln,NE,(blank)
visitnh.gov,State or territory,Non-Federal Agency,Dept. of Resources and Economic Dev. - State of NH,Concord,NH,opensrs@silvertech.com
visitwyo.gov,State or territory,Non-Federal Agency,State of Wyoming ,Cheyenne,WY,ets-security@wyo.gov
visitwyoming.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
vivote.gov,State or territory,Non-Federal Agency,Election System of the Virgin Islands,St Croix,VI,(blank)
volunteerlouisiana.gov,State or territory,Non-Federal Agency,"Department of Culture, Recreation and Tourism",Baton Rouge,LA,dsharon@crt.la.gov
volunteermaine.gov,State or territory,Non-Federal Agency,"Volunteer Maine, the Maine Commission for Community Service",Augusta,ME,DotGov-Domain-Security.MaineIT@maine.gov
voteidaho.gov,State or territory,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,hostmaster@its.idaho.gov
votekansas.gov,State or territory,Non-Federal Agency,Kansas Secretary of State,Topeka,KS,kssos.support02@ks.gov
votemt.gov,State or territory,Non-Federal Agency,Montana Office of the Secretary of State,Helena,MT,SOSInfo_Services@mt.gov
voteohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
votetexas.gov,State or territory,Non-Federal Agency,Texas Secretary of State,Austin,TX,InformationSecurity@sos.texas.gov
votewa.gov,State or territory,Non-Federal Agency,Washington Secretary of State,Olympia,WA,(blank)
vtalert.gov,State or territory,Non-Federal Agency,Vermont Department of Information & Innovation,Montpelier,VT,Scott.Carbee@vermont.gov
vtjud.gov,State or territory,Non-Federal Agency,Vermont Judiciary,Montpelier,VT,jud.helpdesk@vermont.gov
wa.gov,State or territory,Non-Federal Agency,State of Washington - Consolidated Technology Services,Olympia,WA,ocsdlcert@ocs.wa.gov
wallacecountyks.gov,State or territory,Non-Federal Agency,County of Wallace,Sharon Springs,KS,wallacecounty@wallacecoks.org
washingtondc.gov,State or territory,Non-Federal Agency,Government of the District of Columbia,"Washington, DC",DC,(blank)
washington.gov,State or territory,Non-Federal Agency,State of Washington - Consolidated Technology Services,Olympia,WA,(blank)
washingtonstate.gov,State or territory,Non-Federal Agency,State of Washington - Consolidated Technology Services,Olympia,WA,(blank)
welcometoohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
westcomm-ma.gov,State or territory,Non-Federal Agency,Western Mass Emergency Communications District,Chicopee,MA,jparker@westcomm-ma.gov
westvirginia.gov,State or territory,Non-Federal Agency,West Virginia Department of Commerce,Charleston,WV,justin@digitalrelativity.com
wibadgertracs.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wiconnections2030.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wicourts.gov,State or territory,Non-Federal Agency,Wisconsin Supreme Court,MADISON,WI,security.ccap@wicourts.gov
widatcp.gov,State or territory,Non-Federal Agency,"Wisconsin Department of Agriculture, Trade, and Consumer Protection",Madison,WI,dustin.grande@wisconsin.gov
widma.gov,State or territory,Non-Federal Agency,State of Wisconsin,Madison,WI,benjaminj.schrank@widma.gov
widoc.gov,State or territory,Non-Federal Agency,Wisconsin Department of Corrections,Madison,WI,thomas.balistreri@wisconsin.gov
widoj.gov,State or territory,Non-Federal Agency,Wisconsin Department of Justice,Madison,WI,bcssecteam@doj.state.wi.us
wi.gov,State or territory,Non-Federal Agency,State of Wisconsin,Madison,WI,angie.skaggs@wisconsin.gov
wigrants.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wilawlibrary.gov,State or territory,Non-Federal Agency,Wisconsin State Law Library,Madison,WI,wsll.web@wicourts.gov
wildohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
wisc.gov,State or territory,Non-Federal Agency,State of Wisconsin,Madison,WI,Bill.Nash@wisconsin.gov
wisconsincrimealert.gov,State or territory,Non-Federal Agency,Wisconsin Department of Administration,Madison,WI,bcssecteam@doj.state.wi.us
wisconsindmv.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wisconsindot.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wisconsinfreightplan.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wisconsin.gov,State or territory,Non-Federal Agency,State of Wisconsin,Madison,WI,(blank)
wisconsinrailplan.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wisconsinroundabouts.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
wisdoj.gov,State or territory,Non-Federal Agency,Wisconsin Department of Justice,Madison,WI,bcssecteam@doj.state.wi.us
wisdotplans.gov,State or territory,Non-Federal Agency,WisDOT - Division of Business Management,Madison,WI,dotcomputersecurity@dot.wi.gov
wispd.gov,State or territory,Non-Federal Agency,Wisconsin State Public Defenders,Madison,WI,hasze@opd.wi.gov
wistaysafe.gov,State or territory,Non-Federal Agency,Wisconsin Department of Corrections,Madison,WI,docbtmsecurity@wisconsin.gov
wmata.gov,State or territory,Non-Federal Agency,Washignton Metropoltan Area Transit Authority,Washington,DC,(blank)
workforcetn.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
wsdot.gov,State or territory,Non-Federal Agency,WA State Dept of Transportation,State,WA,webmaster@wsdot.wa.gov
wv457.gov,State or territory,Non-Federal Agency,Office of the State Treasurer,Charleston,WV,ServerAdmins@wvsto.com
wvago.gov,State or territory,Non-Federal Agency,West Virginia Attorney General's Office,Charleston,WV,cso@wv.gov
wvbold.gov,State or territory,Non-Federal Agency,West Virginia Board of Licensed Dietitians,Charleston,WV,ServerAdmins@wvsto.com
wvbvm.gov,State or territory,Non-Federal Agency,WV Board of Veterinary Medicine,Cross Lanes,WV,wvbvm@wv.gov
wvcheckbook.gov,State or territory,Non-Federal Agency,West Virginia State Auditor's Office,Charleston,WV,kirk.rector@wvsao.gov
wvconsumerprotection.gov,State or territory,Non-Federal Agency,West Virginia Attorney General's Office,Charleston,WV,(blank)
wvcsi.gov,State or territory,Non-Federal Agency,WV Legislature,Charleston,WV,(blank)
wvdnr.gov,State or territory,Non-Federal Agency,West Virginia Division of Natural Resources,South Charleston,WV,cso@wv.gov
wv.gov,State or territory,Non-Federal Agency,State of West Virginia,Charleston,WV,cso@wv.gov
wvhouse.gov,State or territory,Non-Federal Agency,West Virginia House of Delegates,Charleston,WV,(blank)
wvinsurance.gov,State or territory,Non-Federal Agency,West Virginia Insurance Commission,Charleson,WV,Mike.K.Farren@wv.gov
wvlegislature.gov,State or territory,Non-Federal Agency,West Virginia Legislature,Charleston,WV,(blank)
wvoasis.gov,State or territory,Non-Federal Agency,West Virginia ERP Board,Charleston,WV,anthony.marstiller@wvoasis.gov
wvot.gov,State or territory,Non-Federal Agency,WV Office of Technology,Charleston,WV,cso@wv.gov
wvpresident.gov,State or territory,Non-Federal Agency,WVNET,Morgantown,WV,(blank)
wvpurchasing.gov,State or territory,Non-Federal Agency,West Virginia Purchasing Division,Charleston,WV,(blank)
wvrevenue.gov,State or territory,Non-Federal Agency,State of West Virginia,Charleston,WV,rodney.a.abbott@wv.gov
wvrtboard.gov,State or territory,Non-Federal Agency,West Virginia Medical Imaging and Radiation Therapy Technology Board of Examiners,Charleston,WV,serveradmins@wvsto.com
wvsao.gov,State or territory,Non-Federal Agency,West Virginia State Auditor's Office,Charleston,WV,istadmin@wvsao.gov
wvsenate.gov,State or territory,Non-Federal Agency,West Virginia State Senators,Charleston,WV,(blank)
wvseniorservices.gov,State or territory,Non-Federal Agency,WV Bureau of Senior Services,Charleston,WV,cso@wv.gov
wvsos.gov,State or territory,Non-Federal Agency,West Virginia Secretary of State,CHARLESTON,WV,webmaster@wvsos.com
wvspeaker.gov,State or territory,Non-Federal Agency,WVNET,Morgantown,WV,(blank)
wvsp.gov,State or territory,Non-Federal Agency,West Virginia State Police,South Charleston,WV,(blank)
wvsto.gov,State or territory,Non-Federal Agency,State of West Virginia,Charleston,WV,ServerAdmins@wvsto.com
wvsurplus.gov,State or territory,Non-Federal Agency,West Virginia State Agency for Surplus Property,Dunbar,WV,(blank)
wvtax.gov,State or territory,Non-Federal Agency,State of West Virginia,Charleston,WV,rodney.a.abbott@wv.gov
wvunclaimedproperty.gov,State or territory,Non-Federal Agency,West Virginia State Treasury,Charleston,WV,ServerAdmins@wvsto.com
wycampaignfinance.gov,State or territory,Non-Federal Agency,State Of  Wyoming,Cheyenne,WY,ets-security@wyo.gov
wycandidatefiling.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
wy.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
wyoboards.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
wyo.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
wyoleg.gov,State or territory,Non-Federal Agency,Wyoming Legislative Service Office,Cheyenne,WY,(blank)
wyoming.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
wyominglmi.gov,State or territory,Non-Federal Agency,State of wyoming,cheyenne,WY,ets-security@wyo.gov
wyomingofficeoftourism.gov,State or territory,Non-Federal Agency,State Of  Wyoming,Cheyenne,WY,ets-security@wyo.gov
wyomingsense.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
wyopen.gov,State or territory,Non-Federal Agency,State of Wyoming,Cheyenne,WY,ets-security@wyo.gov
wyoreg.gov,State or territory,Non-Federal Agency,State Of wyoming,cheyenne,WY,ets-security@wyo.gov
zerodeathsmd.gov,State or territory,Non-Federal Agency,Maryland Highway Safety Office,Glen Burnie,MD,dkopke@mdot.maryland.gov
ilattorneygeneral.gov,State or territory,,Illinois Attorney General,Chicago,IL,(blank)
ncauditor.gov,State or territory,,North Carolina Office of the State Auditor,Raleigh,NC,security@ncauditor.net
njmihia.gov,State or territory,,New Jersey Office of Information Technology,Trenton,NJ,(blank)
nmdoj.gov,State or territory,,New Mexico Department of Justice,Santa Fe,NM,(blank)
oregonstatetreasury.gov,State or territory,,Oregon State Treasury,Salem,OR,(blank)
voteindiana.gov,State or territory,,Indiana Secretary of State,Indianapolis,IN,(blank)
