Domain name,Domain type,Agency,Organization name,City,State,Security contact email
catawbacountync.gov,County,Non-Federal Agency,Catawba County North Carolina,Newton,NC,ITInfrastructure@CatawbaCountyNC.gov
catroncountynm.gov,County,Non-Federal Agency,Catron County,Reserve,NM,deanna.duncan@catroncountynm.gov
cecilcountymd.gov,County,Non-Federal Agency,Cecil County Government,Elkton,MD,mwooddell@ccgov.org
cecilsheriffmd.gov,County,Non-Federal Agency,Cecil County Governmant,Elkton,MD,racocella@cecilcountymd.gov
cecilstatesattorneymd.gov,County,Non-Federal Agency,Cecil County Government,Elkton,MD,racocella@cecilcountymd.gov
cedarcountymo.gov,County,Non-Federal Agency,"Cedar County, Missouri",Stockton,MO,(blank)
cedarcountyne.gov,County,Non-Federal Agency,Cedar County,Hartington,NE,cedarne911@hartel.net
centrecountypa.gov,County,Non-Federal Agency,County of Centre,Bellefonte,PA,(blank)
centretownshipin.gov,County,Non-Federal Agency,Centre Township,South Bend,IN,chrisdbowman@comcast.net
cerrogordoauditor.gov,County,Non-Federal Agency,Cerro Gordo County,Mason City,IA,auditorwebsecurity@cgcounty.org
chamberscountyal.gov,County,Non-Federal Agency,Chambers County Commission,Lafayette,AL,(blank)
chamberscountytx.gov,County,Non-Federal Agency,Chambers County,Anahuac,TX,security@chamberstx.gov
chamberstx.gov,County,Non-Federal Agency,Chambers County Government,Anahuac,TX,security@chamberstx.gov
champaigncountyil.gov,County,Non-Federal Agency,Champaign County,Urbana,IL,security@co.champaign.il.us
charlescountymd.gov,County,Non-Federal Agency,Charles County Government,La Plata,MD,emailabuse@charlescountymd.gov
charlottecountyfl.gov,County,Non-Federal Agency,Charlotte County BCC,Port Charlotte,FL,NetworkServices@charlottecountyfl.gov
charlottecountyva.gov,County,Non-Federal Agency,Charlotte County Administrator,Charlotte Courthouse,VA,techsupport@itgroupva.com
charltoncountyga.gov,County,Non-Federal Agency,Charlton County Board of Commissioners,Folkston,GA,(blank)
chasecountyne.gov,County,Non-Federal Agency,Chase County,Imperial,NE,support@appliedconnective.com
chathamcountyga.gov,County,Non-Federal Agency,"Chatham County, GA",Savanah,GA,scraig@chathamcounty.org
chathamcountync.gov,County,Non-Federal Agency,Chatham County,Pittsboro,NC,itengteam@chathamcountync.gov
chautauquacountyks.gov,County,Non-Federal Agency,Chautauqua County Sheriff's Office,Sedan,KS,deputyosburn@cqcountyks.com
chavescounty.gov,County,Non-Federal Agency,Chaves County Gov,Roswell,NM,arey@co.chaves.nm.us
cheathamcountyclerk.gov,County,Non-Federal Agency,Cheatham County Clerk,Ashland City,TN,brittney.myers@cheathamcountytn.gov
cheathamcountytn.gov,County,Non-Federal Agency,Cheatham County Government,Ashland City,TN,(blank)
chelancountywa.gov,County,Non-Federal Agency,Chelan County Courthouse,Wenatchee,WA,fred.hart@co.chelan.wa.us
chemungcountyny.gov,County,Non-Federal Agency,Chemung County,Elmira,NY,(blank)
chemungtownshipil.gov,County,Non-Federal Agency,Chemung Township,Harvard,IL,chemungsupervisor@gmail.com
chenangocountyny.gov,County,Non-Federal Agency,Chenango County NY,Norwich,NY,infotech@co.chenango.ny.us
cherokeecounty-al.gov,County,Non-Federal Agency,Cherokee County Commission,Centre,AL,(blank)
cherokeecountyga.gov,County,Non-Federal Agency,Cherokee County BOC,Canton,GA,itservice@cherokeega.com
cherokeecounty-ks.gov,County,Non-Federal Agency,Cherokee County KS,Columbus,KS,rebecca.brassart@cherokeecounty-ks.gov
cherokeecountyks.gov,County,Non-Federal Agency,Cherokee County,Columbus,KS,rebecca.brassart@cherokeecounty-ks.gov
cherokeecounty-nc.gov,County,Non-Federal Agency,Cherokee County Government,Murphy,NC,(blank)
cherokeecountysc.gov,County,Non-Federal Agency,Cherokee County,Gaffney,SC,(blank)
cherrycountyne.gov,County,Non-Federal Agency,Cherry County,Valentine,NE,eknott@appliedconnective.com
chestercountysc.gov,County,Non-Federal Agency,County of Chester,Chester,SC,dschuelke@ChesterCountySC.gov
chesterfieldcounty.gov,County,Non-Federal Agency,"Chesterfield County, VA",Chesterfield,VA,istsecurityservices@chesterfield.gov
chicotcountyar.gov,County,Non-Federal Agency,Chicot County Arkansas,Lake Village,AR,support@univodata.com
chippewacountymi.gov,County,Non-Federal Agency,Chippewa County,Sault Ste Marie,MI,ithelpdesk@chippewacountymi.gov
chippewacountywi.gov,County,Non-Federal Agency,Chippewa County,Chippewa Falls,WI,InformationTechnology@co.chippewa.wi.us
chisagocountymn.gov,County,Non-Federal Agency,Chisago County DES,Center City,MN,infrastructureservices@chisagocountymn.gov
chowancounty-nc.gov,County,Non-Federal Agency,Chowan County,Edenton,NC,(blank)
christiancountyil.gov,County,Non-Federal Agency,CHRISTIAN COUNTY,TAYLORVILLE,IL,(blank)
christiancountyky.gov,County,Non-Federal Agency,Christian County Government,Hopkinsville,KY,(blank)
christiancountymo.gov,County,Non-Federal Agency,Christian County Government,Ozark,MO,service@pcnetinc.com
churchillcountynv.gov,County,Non-Federal Agency,Churchill County,Fallon,NV,help@logically.com
ciceronypd.gov,County,Non-Federal Agency,Town of Cicero,Cicero,NY,websecurity@cicerony.gov
citrusbocc.gov,County,Non-Federal Agency,Citrus County Board of County Commissioners,Inverness,FL,alaric.andrews@citrusbocc.com
citruscounty.gov,County,Non-Federal Agency,Citrus County Board of County Commissioners,Inverness,FL,alaric.andrews@citrusbocc.com
claibornecountyms.gov,County,Non-Federal Agency,Claiborne County Board of Supervisors,Port Gibson,MS,security@ccmsgov.us
claibornecountytn.gov,County,Non-Federal Agency,Claiborne County Government,Tazewell,TN,(blank)
clallamcountywa.gov,County,Non-Federal Agency,Clallam County,Port Angeles,WA,helpdesk@co.clallam.wa.us
clarkcoky.gov,County,Non-Federal Agency,Clark County Kentucky,Winchester,KY,cclark@bgadd.org
clarkcountyar.gov,County,Non-Federal Agency,Clark County Arkansas,Arkadelphia,AR,(blank)
clarkcountyarlawlibrary.gov,County,Non-Federal Agency,Clark County Government,Arkadelphia,AR,(blank)
clarkcountydanv.gov,County,Non-Federal Agency,Clark County District Attorney,Las Vegas,NV,da.helpdesk@clarkcountyda.com
clarkcountyilsheriff.gov,County,Non-Federal Agency,Clark County Sheriff's Office,Marshall,IL,(blank)
clarkcountynv.gov,County,Non-Federal Agency,Clark County Nevada,Las Vegas,NV,ithds@clarkcountynv.gov
clarkcountyohio.gov,County,Non-Federal Agency,Clark County Board of Commission,Springfield,OH,(blank)
clarkcountywi.gov,County,Non-Federal Agency,Clark County Wisconsin,Neillsville,WI,clark.county@co.clark.wi.us
clarkecounty.gov,County,Non-Federal Agency,Clarke County Government,Berryville,VA,(blank)
clarkecountyms.gov,County,Non-Federal Agency,Clarke County Mississippi Board of Supervisors,Quitman,MS,(blank)
clatsopcounty.gov,County,Non-Federal Agency,Clatsop County Oregon,Astoria,OR,itstaff@co.clatsop.or.us
claycountyin.gov,County,Non-Federal Agency,Clay County Courthouse,Brazil,IN,hillsc@claycountyin.gov
claycountymn.gov,County,Non-Federal Agency,Clay County,Moorhead,MN,sysadmin@claycountymn.gov
claycountymo.gov,County,Non-Federal Agency,"Clay County, Missouri",Liberty,MO,networksupport@claycountymo.gov
claycountyne.gov,County,Non-Federal Agency,Clay County Nebraska,Clay Center,NE,hostmaster@flatwatertech.com
clayelections.gov,County,Non-Federal Agency,Clay County Supervisor of Elections,Green Cove Springs,FL,JKrause@ClayElections.com
claytoncountyga.gov,County,Non-Federal Agency,Clayton County Government,Jonesboro,GA,it-security@claytoncountyga.gov
claytoncountyia.gov,County,Non-Federal Agency,"Clayton County, Iowa",Elkader,IA,it@claytoncountyia.gov
clearcreekcountyco.gov,County,Non-Federal Agency,Clear Creek County Govt,Georgetown,CO,patrick@axiomitgroup.com
clearfieldcountypa.gov,County,Non-Federal Agency,Clearfield County Government,Clearfield,PA,itsupport@clearfieldco.org
clearwatercountyid.gov,County,Non-Federal Agency,Clearwater County,Orofino,ID,jlacey@clearwatercounty.org
clearwatercountymn.gov,County,Non-Federal Agency,Clearwater County,Bagley,MN,john.coutlee@co.clearwater.mn.us
clermontcountyohio.gov,County,Non-Federal Agency,Clermont County OTCS,Batavia,OH,isdhelp@clermontcountyohio.gov
clevelandcountync.gov,County,Non-Federal Agency,Cleveland County,Shelby,NC,(blank)
clinchcountyga.gov,County,Non-Federal Agency,Clinch County Commission,Homerville,GA,(blank)
clintoncomo.gov,County,Non-Federal Agency,"Clinton County, MO",Plattsburg,MO,(blank)
clintoncounty-ia.gov,County,Non-Federal Agency,County of Clinton,Clinton,IA,(blank)
clintoncountyin.gov,County,Non-Federal Agency,Clinton County Government,Frankfort,IN,it@clintonco.com
clintoncountyny.gov,County,Non-Federal Agency,County of Clinton,Plattsburgh,NY,support@clintoncountygov.com
clintoncountypa.gov,County,Non-Federal Agency,County of Clinton,Lock Haven,PA,MIS@ClintonCountyPA.gov
coahomacountyms.gov,County,Non-Federal Agency,Coahoma County,Clarksdale,MS,(blank)
cobbcountyga.gov,County,Non-Federal Agency,Cobb County,Marietta,GA,(blank)
cochise.gov,County,Non-Federal Agency,Cochise County,Bisbee,AZ,jtrevino@cochise.az.gov
cockecountytn.gov,County,Non-Federal Agency,Cocke County,Newport,TN,(blank)
coffeecounty-ga.gov,County,Non-Federal Agency,Coffee County Board of Commissioners,Douglas,GA,wesley.vickers@coffeecounty-ga.gov
coffeecountytn.gov,County,Non-Federal Agency,Coffee County,Manchester,TN,(blank)
colecountymo.gov,County,Non-Federal Agency,Cole County,Jefferson City,MO,bfischer@colecounty.org
colfaxcountyne.gov,County,Non-Federal Agency,Colfax County,Schuyler,NE,tech@egistech.com
colliercountyfl.gov,County,Non-Federal Agency,Collier County Government,Naples,FL,(blank)
collincountytexas.gov,County,Non-Federal Agency,Collin County Government,Mckinney,TX,security@collincountytx.gov
collincountytx.gov,County,Non-Federal Agency,Collin County Government,McKinney,TX,security@collincountytx.gov
colquittcountyga.gov,County,Non-Federal Agency,Colquitt County Board of Commissioners,Moultrie,GA,security@ccboc.com
columbiacountyga.gov,County,Non-Federal Agency,Columbia County Georgia,Evans,GA,sst@columbiacountyga.gov
columbiacountyny.gov,County,Non-Federal Agency,Columbia County MIS Department,Hudson,NY,(blank)
columbiacountyor.gov,County,Non-Federal Agency,Columbia County,Saint Helens,OR,(blank)
columbiacountywi.gov,County,Non-Federal Agency,Columbia County Government,Portage,WI,mis@columbiacountywi.gov
columbuscountync.gov,County,Non-Federal Agency,"Columbus County, North Carolina",Whiteville,NC,jhardin@columbussheriff.com
comanchecountyks.gov,County,Non-Federal Agency,Comanche County,Coldwater,KS,bodie.engel@heysoteria.com
comanchecountyok.gov,County,Non-Federal Agency,Comanche County Oklahoma,Lawton,OK,abuse@apprenticeis.com
contracostavote.gov,County,Non-Federal Agency,Contra Costa County Clerk-Recorder-Elections Department,Martinez,CA,electionsIT@vote.cccounty.us
conversecountywy.gov,County,Non-Federal Agency,Converse County,Douglas,WY,it@conversecountywy.gov
cookcountyclerkil.gov,County,Non-Federal Agency,Cook County Clerk,Chicago,IL,rahul.patel@cookcountyil.gov
cookcountyil.gov,County,Non-Federal Agency,Cook County Government - Bureau of Technology,Chicago,IL,iso@cookcountyil.gov
cookcountysheriffil.gov,County,Non-Federal Agency,Cook County Sheriff's Office,Chicago,IL,CCSO.ISO@ccsheriff.org
coopercountymo.gov,County,Non-Federal Agency,Boonville Court House,Boonville,MO,jorge@coopercountymo.gov
copiahcountyms.gov,County,Non-Federal Agency,Copiah County Board of Supervisors,Hazlehurst,MS,(blank)
coronavirusfortbend.gov,County,Non-Federal Agency,Fort Bend County,Richmond,TX,(blank)
cortlandcountyny.gov,County,Non-Federal Agency,Cortland County IT,Cortland,NY,director@cortland-co.org
coryellcountytx.gov,County,Non-Federal Agency,Coryell County,Gatesville,TX,security@coryellcounty.org
coscpinalcountyaz.gov,County,Non-Federal Agency,Clerk of the Superior Court,Florence,AZ,PinalITD@courts.az.gov
costillacounty-co.gov,County,Non-Federal Agency,Costilla County,San Luis,CO,johnm@wsbcs.net
cottonwoodcountymn.gov,County,Non-Federal Agency,Cottonwood County,Windom,MN,kelly.smith@co.cottonwood.mn.us
countyofbarton.gov,County,Non-Federal Agency,Barton County,Lamar,MO,itadmin@countyofbarton.com
countyofcolusaca.gov,County,Non-Federal Agency,Colusa County,Colusa,CA,(blank)
countyofkingsca.gov,County,Non-Federal Agency,County of Kings I.T. Dept,Hanford,CA,dave.shubert@co.kings.ca.us
countyofmonterey.gov,County,Non-Federal Agency,County of Monterey Information Technology,Salinas,CA,193-security-mailingnotices@co.monterey.ca.us
countyofventuraca.gov,County,Non-Federal Agency,County of Ventura,Ventura,CA,(blank)
covingtoncountyms.gov,County,Non-Federal Agency,Covington County Board of Supervisors,Collins,MS,(blank)
cowleycountyks.gov,County,Non-Federal Agency,Cowley County,Winfield,KS,ndelaughter@cowleycountyks.gov
cowlitzwa.gov,County,Non-Federal Agency,Cowlitz County,Kelso,WA,lance.h@cowlitzwa.gov
craigcountyva.gov,County,Non-Federal Agency,The County of Craig,New Castle,VA,craigco@matyasventures.com
craigheadcountyar.gov,County,Non-Federal Agency,Craighead County,Jonesboro,AR,IT@craigheadcounty.org
cravencountync.gov,County,Non-Federal Agency,Craven County Government,New Bern,NC,reevans@cravencountync.gov
crawfordcountyin.gov,County,Non-Federal Agency,Crawford County Government,English,IN,jlamarca@theamegroup.com
crawfordcountykansas.gov,County,Non-Federal Agency,Crawford County Kansas,Girard,KS,admin@crawfordcountykansas.org
crawfordcountyohioboe.gov,County,Non-Federal Agency,Crawford County Board of Commissioners,Bucyrus,OH,crawford@ohiosos.gov
crawfordcountywi.gov,County,Non-Federal Agency,Crawford County Government,Prairie Du Chien,WI,cmccullick@co.crawford.wi.gov
crookcountyor.gov,County,Non-Federal Agency,Crook County,Prineville,OR,helpdesk@co.crook.or.us
crooklibraryor.gov,County,Non-Federal Agency,Crook County Library,Prineville,OR,helpdesk@co.crook.or.us
crookpublichealthor.gov,County,Non-Federal Agency,Crook County Health Dept,Prineville,OR,helpdesk@co.crook.or.us
crowwing.gov,County,Non-Federal Agency,Crow Wing County,Brainerd,MN,(blank)
culpepercounty.gov,County,Non-Federal Agency,County of Culpeper,Culpeper,VA,webmaster@culperpercounty.gov
cumberlandcoil.gov,County,Non-Federal Agency,Cumberland County,Toledo,IL,it@cumberlandco.org
cumberlandcountyme.gov,County,Non-Federal Agency,"County of Cumberland, Maine",Portland,ME,administrator@cumberlandcounty.org
cumberlandcountync.gov,County,Non-Federal Agency,Cumberland County,Fayetteville,NC,jroberson@cumberlandcountync.gov
cumberlandcountynj.gov,County,Non-Federal Agency,County of Cumberland,Bridgeton,NJ,stanfi@co.cumberland.nj.us
cumberlandcountypa.gov,County,Non-Federal Agency,County of Cumberland,Carlisle,PA,dbaish@ccpa.net
cumberlandcountytn.gov,County,Non-Federal Agency,Cumberland County,Crossville,TN,mayorfoster@cumberlandcountytn.gov
cumingcountyne.gov,County,Non-Federal Agency,Cuming County,West Point,NE,IT@cumingcounty.ne.gov
currituckcountync.gov,County,Non-Federal Agency,County of Currituck,Currituck,NC,it@currituckcountync.gov
currycountynm.gov,County,Non-Federal Agency,"Curry County, NM",Clovis,NM,itstaff@currycounty.org
currycountyor.gov,County,Non-Federal Agency,Curry County,Gold beach,OR,helpdesk@co.curry.or.us
custercounty-co.gov,County,Non-Federal Agency,Custer County Colorado,Westcliffe,CO,it_gis@custercountygov.com
custercountymt.gov,County,Non-Federal Agency,Custer County Montana,Miles City,MT,k.krausz@co.custer.mt.us
custercountymttransit.gov,County,Non-Federal Agency,Custer County Montana Transit,Miles City,MT,k.krausz@co.custer.mt.us
custercountyne.gov,County,Non-Federal Agency,Custer County,Broken Bow,NE,support@appliedconnective.com
cuyahogacounty.gov,County,Non-Federal Agency,Cuyahoga County,Cleveland,OH,security@cuyahogacounty.us
dadecounty-ga.gov,County,Non-Federal Agency,Dade County Georgia,Trenton,GA,djones@dadecounty-ga.gov
dadecountymo911.gov,County,Non-Federal Agency,Dade County Emergency Services,Greenfield,MO,(blank)
dakotacountymn.gov,County,Non-Federal Agency,Dakota County,Hastings,MN,david.senn@co.dakota.mn.us
dalecountyal.gov,County,Non-Federal Agency,Dale County ,Ozark,AL,admin@harlowmedia.com
dallascountyiowa.gov,County,Non-Federal Agency,Dallas County Iowa,Adel,IA,(blank)
dallascountytexastaxes.gov,County,Non-Federal Agency,Dallas Central Appraisal District,Dallas,TX,dcadops@dcad.org
dallascounty-tx.gov,County,Non-Federal Agency,Dallas County,Dallas,TX,collins.dibaki@dallascounty.org
danecounty.gov,County,Non-Federal Agency,Dane County Local Government,Madison,WI,DIMSecurityAdmins@countyofdane.com
dapss-ut.gov,County,Non-Federal Agency,Davis County Government,Farmington,UT,techadmin@co.davis.ut.us
darecountync.gov,County,Non-Federal Agency,Dare County,Manteo,NC,(blank)
darenc.gov,County,Non-Federal Agency,Dare County,Manteo,NC,security@darenc.com
dauphincounty.gov,County,Non-Federal Agency,Dauphin County,Harrisburg,PA,helpdesk@dauphincounty.gov
davidsoncountync.gov,County,Non-Federal Agency,County of Davidson,Lexington,NC,daniel.parrish@davidsoncountync.gov
daviecountync.gov,County,Non-Federal Agency,County of Davie,Mocksville,NC,tscarlett@daviecountync.gov
daviesscountyin.gov,County,Non-Federal Agency,Daviess County Indiana,Washington,IN,info@daviess.org
daviesscountyinsheriff.gov,County,Non-Federal Agency,Daviess County Indiana Sheriff Office,Washington,IN,info@daviess.org
daviesscountymo.gov,County,Non-Federal Agency,Daviess County,Gallatin,MO,dsupport@spectralnetworks.net
