url,# Locations
christiancountyky.gov,1
christiancountymo.gov,2
churchillcountynv.gov,6
ciceronypd.gov,7
claibornecountyms.gov,6
claibornecountytn.gov,5
clallamcountywa.gov,4
clarkcoky.gov,1
clarkcountyarlawlibrary.gov,1
clarkcountydanv.gov,4
clarkcountyilsheriff.gov,1
clarkcountynv.gov,12
clarkcountyohio.gov,1
clarkcountywi.gov,24
clarkecounty.gov,2
clarkecountyms.gov,2
clatsopcounty.gov,1
claycountyin.gov,3
claycountymn.gov,4
claycountymo.gov,4
claycountyne.gov,7
clayelections.gov,17
claytoncountyga.gov,1
claytoncountyia.gov,4
clearwatercountymn.gov,1
clermontcountyohio.gov,1
clevelandcountync.gov,1
clinchcountyga.gov,3
clintoncomo.gov,2
clintoncounty-ia.gov,4
clintoncountyin.gov,1
clintoncountyny.gov,4
clintoncountypa.gov,4
coahomacountyms.gov,7
cobbcountyga.gov,8
cochise.gov,9
cockecountytn.gov,4
coffeecounty-ga.gov,5
coffeecountytn.gov,9
colfaxcountyne.gov,7
colliercountyfl.gov,4
collincountytexas.gov,2
collincountytx.gov,2
colquittcountyga.gov,4
columbiacountyga.gov,4
columbiacountyny.gov,7
columbiacountyor.gov,4
columbiacountywi.gov,4
columbuscountync.gov,1
comanchecountyks.gov,4
comanchecountyok.gov,2
conversecountywy.gov,12
cookcountyclerkil.gov,3
cookcountyil.gov,24
cookcountysheriffil.gov,12
coopercountymo.gov,7
copiahcountyms.gov,1
coryellcountytx.gov,7
costillacounty-co.gov,7
countyofbarton.gov,7
countyofcolusaca.gov,1
countyofkingsca.gov,12
countyofmonterey.gov,4
covingtoncountyms.gov,1
cowleycountyks.gov,4
cowlitzwa.gov,10
craigcountyva.gov,7
cravencountync.gov,4
crawfordcountyin.gov,4
crawfordcountykansas.gov,2
crookcountyor.gov,4
crooklibraryor.gov,4
crookpublichealthor.gov,4
crowwing.gov,2
culpepercounty.gov,1
cumberlandcoil.gov,3
cumberlandcountync.gov,4
cumberlandcountynj.gov,10
cumberlandcountypa.gov,4
cumberlandcountytn.gov,7
currituckcountync.gov,6
currycountynm.gov,7
custercounty-co.gov,7
custercountymt.gov,1
custercountymttransit.gov,1
custercountyne.gov,7
cuyahogacounty.gov,6
dadecounty-ga.gov,3
dadecountymo911.gov,2
dalecountyal.gov,4
dallascountyiowa.gov,4
danecounty.gov,2
darecountync.gov,7
darenc.gov,7
dauphincounty.gov,15
davidsoncountync.gov,6
daviecountync.gov,6
daviesscountymo.gov,1
daviscountyutah.gov,7
dawsoncountyga.gov,4
dawsoncountyne.gov,7
dawsonmt.gov,7
dconc.gov,4
decaturcountyga.gov,1
decaturcountytn.gov,1
dekalbcountyga.gov,4
dekalbcountymo.gov,2
delawarecountyohio.gov,6
delcopalandbank.gov,6
deltacountyco.gov,7
deltacountymi.gov,4
dentoncounty.gov,12
deschutescounty.gov,4
desotocountyms.gov,1
deuelcountyne.gov,7
dewittcountyil.gov,6
dickinsoncountyiowa.gov,4
dickinsoncountymi.gov,2
dickinsoncountysheriffmi.gov,2
dicksoncosheriff.gov,4
dicksoncountytn.gov,2
dixoncountyne.gov,2
dkcoks.gov,2
doddridgecountywv.gov,2
dodgecountymn.gov,1
dodgecountyne.gov,7
dorchestercountysc.gov,4
douglascountyga.gov,4
douglascountyil.gov,4
douglascountymn.gov,4
douglascounty-ne.gov,7
douglascountynv.gov,0
douglascountyor.gov,4
douglascountywi.gov,4
downievillepudca.gov,8
dubuquecountyiowa.gov,4
dunncountywi.gov,4
dupagecounty.gov,28
dutchessny.gov,4
duvalelections.gov,4
easternmontanafair.gov,2
eastlandcountytexas.gov,6
eauclairecounty.gov,19
ectorcountytx.gov,4
edgarcountyillinois.gov,2
effinghamcountyil.gov,6
elbertcounty-co.gov,4
elpasoco.gov,16
emanuelco-ga.gov,4
emmetcountyia.gov,4
epcountytx.gov,4
eriecountyohioboe.gov,6
eriecountypa.gov,4
erie.gov,4
escambiacountyal.gov,1
escambiavotes.gov,2
essexcountyny.gov,4
eurekacountynv.gov,12
fairfaxcounty.gov,4
fairfaxcountyvirginia.gov,6
fairfieldcountyohioelections.gov,4
fairfieldcountyohio.gov,4
faulknercountyar.gov,4
fauquiercounty.gov,1
fayettecountyga.gov,4
fayettecountyillinois.gov,1
fayettecountyoh.gov,6
fayettecountytn.gov,1
fayettecountywv.gov,2
fbctx.gov,8
fentresscountytn.gov,6
fillmorecountyne.gov,6
flaglercounty.gov,6
flaglerelections.gov,7
florencecountywi.gov,2
fnsb.gov,1
forestcountypa.gov,4
forsythcountync.gov,4
fortbendcountytx.gov,8
franklincountyflorida.gov,4
franklincountyia.gov,4
franklincountyil.gov,4
franklincountymaine.gov,4
franklincountyms.gov,2
franklincountync.gov,2
franklincountyne.gov,6
franklincountyny.gov,2
franklincountyohio.gov,4
franklincountypa.gov,9
franklincountyva.gov,4
franklincountywa.gov,3
franklinmo.gov,2
frederickcountymd.gov,2
fremontcountyid.gov,7
fremontcountywy.gov,5
fresnocountyca.gov,2
fultoncountyar.gov,7
fultoncountyga.gov,2
fultoncountyilelections.gov,4
fultoncountyky.gov,2
fultoncountyny.gov,1
gadsdencountyfl.gov,6
gadsdensoefl.gov,4
gagecountyne.gov,7
galvestoncountytx.gov,8
garfieldcounty-co.gov,4
garfieldcountyne.gov,2
garfieldcountywa.gov,4
garlandcountyar.gov,12
garrardcountyky.gov,5
garrettcountymd.gov,4
gatescountync.gov,2
gcso.gov,4
geneseecountymi.gov,6
genevacountyal.gov,7
georgecountyms.gov,4
germanclarkoh.gov,7
ggsc.gov,2
gibsoncounty-in.gov,1
gibsoncounty-tn.gov,1
gilacountyaz.gov,6
gilescountytn.gov,7
gilmercounty-ga.gov,4
gilmercountywv.gov,2
glaciercountymt.gov,7
gladwincounty-mi.gov,4
gloucestercountynj.gov,7
gloucesterva.gov,4
glynncounty-ga.gov,4
gogebiccountymi.gov,7
gogebic.gov,7
goliadcountytx.gov,2
goodhuecountymn.gov,4
goodingcountyid.gov,2
gordoncountyga.gov,12
gospercountyne.gov,7
govecountyks.gov,7
gradycountyga.gov,7
graftoncountynh.gov,4
graingercountytn.gov,1
grantcountyne.gov,4
grantcountynm.gov,9
grantcounty-or.gov,1
grantcountywa.gov,6
gravescountyky.gov,11
graysoncountyva.gov,7
greeleycountyne.gov,2
greenecountyga.gov,2
greenecountymo.gov,4
greenecountyms.gov,6
greenecountync.gov,7
greenecountyny.gov,4
greenecountyohio.gov,2
greenecountytn.gov,4
greenecountyva.gov,3
greenetwpclintonpa.gov,2
greenlakecountywi.gov,4
greensvillecountyva.gov,6
greenupchdky.gov,7
greenupcountyky.gov,1
greenwoodsc.gov,7
griggscountynd.gov,9
grimescountytexas.gov,6
grundycountyil.gov,4
grundycountyiowa.gov,4
gtcountymi.gov,4
guadalupetx.gov,4
guernseycounty.gov,6
guilfordcountync.gov,4
gulfcounty-fl.gov,7
guthriecounty.gov,4
gwinnettcountyga.gov,2
habershamcounty-ga.gov,6
hallcountyga.gov,4
hallcountyne.gov,1
hamblencountytn.gov,2
hamiltoncountyil.gov,4
hamiltoncountyny.gov,4
hamiltoncountyohio.gov,1
hamiltontn.gov,2
hamiltonvotesfl.gov,7
hamptontownshipmi.gov,1
hancockcountyga.gov,2
hancockcounty-il.gov,4
hancockcountyky.gov,1
hancockcountymaine.gov,6
hancockcountyohioelections.gov,1
hancockcountywv.gov,7
hancockin.gov,4
hanovercounty.gov,6
haralsoncountyga.gov,2
hardeecountyfl.gov,2
hardeeflvotes.gov,4
hardincountyia.gov,4
hardincountyil.gov,2
hardincountyky.gov,4
hardincountyohio.gov,6
harfordcountymd.gov,4
harneycountyor.gov,7
harpercountyks.gov,7
harriscountyga.gov,4
harriscountytx.gov,4
harrisoncountymo.gov,4
harrisoncountyms.gov,0
harrisoncountywv.gov,4
hartcountyga.gov,2
hartleycountytx.gov,4
haskellcountytx.gov,2
hawaiicounty.gov,4
hawkinscountytn.gov,4
haywoodcountync.gov,4
haywoodtn.gov,4
hcfl.gov,4
hcnh.gov,6
hcsheriff.gov,1
health-ashlandcounty-oh.gov,5
hendersoncountyil.gov,6
hendersoncountync.gov,4
hendersoncountytn.gov,7
hennepincounty.gov,4
henrico.gov,8
henrycountyga.gov,4
henrycountyohio.gov,4
henrycountyva.gov,15
henryctyil.gov,7
henryvilaszoo.gov,2
hernandovotes.gov,6
hertfordcountync.gov,8
hickmancountytn.gov,3
highlandsclerkfl.gov,6
highlandsfl.gov,4
hitchcockcountyne.gov,6
holmeselectionsfl.gov,6
holtcountyne.gov,7
hoodrivercounty.gov,7
hookercountyne.gov,7
horrycountysc.gov,4
hotspringcountysoar.gov,6
houstoncosoal.gov,4
houstoncountyal.gov,4
howardcountyin.gov,2
howardcountymaryland.gov,8
howardcountymd.gov,8
howardcounty-mo.gov,2
howardcountyne.gov,2
howardcountysheriffmo.gov,4
howardcountytx.gov,2
howellcountymo911.gov,4
howellcountysheriff.gov,7
humboldtcountyca.gov,0
humboldtcountynv.gov,4
humphreyscountytn.gov,2
huroncounty-oh.gov,1
hydecountync.gov,7
indianacountypa.gov,11
indianriver.gov,2
iredellcountync.gov,2
ironcountymo.gov,2
iroquoiscountyil.gov,12
irwincounty-ga.gov,4
islandcountywa.gov,24
issaquenacountyms.gov,4
itascacountymn.gov,4
jacksoncoga.gov,1
jacksoncountyco.gov,7
jacksoncountyfl.gov,4
jacksoncounty-il.gov,4
jacksoncountyor.gov,2
jacksoncountytn.gov,7
jacksoncountywi.gov,6
jamescitycountyva.gov,3
jasco.gov,1
jaspercountyin.gov,2
jaspercountymo.gov,4
jaspercountymopa.gov,4
jaspercountysc.gov,6
jcrhcdwy.gov,7
jeffdaviscountyga.gov,6
jeffersoncountyarcourts.gov,4
jeffersoncountyar.gov,4
jeffersoncountyfl.gov,6
jeffersoncountyga.gov,4
jeffersoncountyms.gov,2
jeffersoncounty-mt.gov,6
jeffersoncountyne.gov,3
jeffersoncountyor.gov,4
jeffersoncountypa.gov,7
jeffersoncountytn.gov,6
jeffersoncountywi.gov,12
jeffersonkyattorney.gov,6
jenkinscountyga.gov,9
jenningscounty-in.gov,4
jeromecountyid.gov,4
jerseycounty-il.gov,1
jimwellscounty-tx.gov,8
jocomo.gov,2
jodaviesscountyil.gov,6
johnsoncountyiowa.gov,16
johnsoncountyso-ne.gov,9
johnsoncountytn.gov,4
johnsoncowy.gov,4
jonescountyiowa.gov,7
jonescountync.gov,8
josephinecounty.gov,4
juabcounty.gov,4
juneaucountywi.gov,1
kanecountyhospitalut.gov,6
kanecountyil.gov,2
kankakeecountyclerk.gov,2
kauai.gov,6
kearneycountyne.gov,7
keithcountyne.gov,4
kendallcountyil.gov,6
kennebec.gov,2
kenoshacountywi.gov,4
kentcountyde.gov,4
kentcountymi.gov,8
kerncog-ca.gov,4
kerrcountytx.gov,1
kewauneeco.gov,6
keweenawcountymi.gov,4
kimballcountyne.gov,4
kingcounty.gov,4
kinggeorgecountyva.gov,1
kingsburyny.gov,7
kitsap.gov,10
klamathcountyor.gov,4
knottcountyky.gov,3
knoxcountyema-oh.gov,6
knoxcountyil.gov,7
knoxcountymaine.gov,7
knoxcountyne.gov,7
knoxcountytexas.gov,2
knoxcountytn.gov,16
kwc.gov,2
lacounty.gov,4
lafayettecountymo.gov,6
lakecountyca.gov,12
lakecountyclerkfl.gov,6
lakecountyco.gov,7
lakecountyfl.gov,4
lakecountyil.gov,4
lakecountyohio.gov,6
lakemt.gov,3
lakevotes.gov,7
lamarcountyms.gov,2
lancastercountypa.gov,4
lancastercountysc.gov,4
landercountynvelections.gov,9
lanecountyor.gov,4
lapeercountymi.gov,1
laramiecountywy.gov,12
larimer.gov,7
laruecountyky.gov,7
lasallecountyil.gov,6
latahcountyid.gov,4
lauderdalecountyal.gov,4
laurelcountycorrectionsky.gov,9
laurelcountysheriff.gov,7
lawrencecountyboe-ohio.gov,9
lawrencecountyky.gov,4
lawrencecountymo.gov,6
lawrencecountypa.gov,2
lawrencecountytn.gov,1
lccountymt.gov,4
lcsomo.gov,4
leavenworthcounty.gov,2
lebanoncountypa.gov,12
lee-county-fl.gov,12
leecountync.gov,4
leelanau.gov,3
leflorecountyok.gov,8
lenoircountync.gov,8
leoncountyfl.gov,2
leonvotes.gov,2
lewiscountyky.gov,5
lewiscountyny.gov,1
lewiscountytn.gov,2
lewiscountywa.gov,4
libertycountyflsoe.gov,4
libertycounty-ga.gov,4
libertycountymt.gov,13
lickingcounty.gov,1
limestonecounty-al.gov,4
limestonecountyema-al.gov,0
lincolncountyga.gov,4
lincolncountyid.gov,7
lincolncountymoclerk.gov,1
lincolncountync.gov,2
lincolncountyne.gov,4
lincolncountynm.gov,2
lincolncountynv.gov,2
lincolncountytn.gov,9
lincolncountywy.gov,7
linncosomo.gov,7
linncounty-ia.gov,1
linncountyiowa.gov,1
livingstoncountyil.gov,7
livingstonparishla.gov,12
logancountyco.gov,2
logancountyil.gov,2
logancountyks.gov,4
logancountyky.gov,7
logancountyohio.gov,4
loganengineeroh.gov,1
longcountyga.gov,7
loraincountyohio.gov,12
loudoncounty-tn.gov,2
loudoun.gov,2
louisacounty.gov,4
louisacountyia.gov,4
loupcountyne.gov,6
lowndes-al.gov,4
lowndescountyga.gov,2
lsc-mn.gov,7
lubbockcounty.gov,6
lucascountyoh.gov,2
lucascountyohiovotes.gov,8
lumpkincounty.gov,6
lunenburgva.gov,6
macombcountymi.gov,4
maconcountyga.gov,7
maconcountymo.gov,6
maconcountytn.gov,1
macoupincountyil.gov,6
macoupincountypdil.gov,6
madisoncountyal.gov,6
madisoncountyil.gov,4
madisoncountyky.gov,2
madisoncountymo.gov,3
madisoncountymt.gov,6
madisoncountync.gov,7
madisoncountyne.gov,7
madisoncountytn.gov,7
mahaskacountyia.gov,4
mahoningcountyoh.gov,2
manisteecountymi.gov,4
manitowoccountywi.gov,4
marathoncounty.gov,4
maricopa.gov,2
mariescountymo.gov,7
marincounty.gov,15
marinettecountywi.gov,2
marioncounty911illinois.gov,4
marioncountyar.gov,4
marioncountyiowa.gov,4
marioncountyky.gov,7
marioncounty-mo.gov,4
marioncountyms.gov,1
marioncountyohio.gov,6
marioncountysheriffar.gov,6
marioncountytn.gov,12
marshallcountyia.gov,4
marshallcountyillinois.gov,6
marshallcountyky.gov,9
marshallcountywv.gov,6
marshallsheriffms.gov,6
masoncountyil.gov,4
masoncountywa.gov,6
masoncountywv.gov,7
masonkysheriff.gov,4
massaccountyil.gov,2
mathewscountyva.gov,2
mauicounty.gov,12
maurycounty-tn.gov,1
mcclaincountyok.gov,1
mcconecountymt.gov,4
mccrackencountyky.gov,6
mccurtainems.gov,9
mcdonaldcountymissouri.gov,6
mcdonaldcountymo.gov,1
mcdonaldcountymohealth.gov,6
mcdowellcountywv.gov,7
mchenrycountyil.gov,2
mcintoshcounty-ga.gov,2
mcintoshcountyok.gov,4
mckeancountypa.gov,6
mcleancountyil.gov,6
mclennan.gov,4
mcleodcountymn.gov,4
mcminncountytn.gov,2
meadeky.gov,7
mecklenburgcountync.gov,4
mecknc.gov,4
medinacountyohio.gov,6
menardcountyil.gov,6
mendocinocounty.gov,6
menomineecountymi.gov,4
mercedcountyca.gov,2
mercercountyohio.gov,6
mercercountypa.gov,6
mercercountysheriffohio.gov,6
meriwethercountyga.gov,4
merrickcountyne.gov,7
metcalfecountyky.gov,6
miamicountyin.gov,4
miamicountyohio.gov,4
miamidadeclerk.gov,2
miami-dade.gov,2
miamidade.gov,2
middlesexcountynj.gov,2
midlandcountymi.gov,0
mifflincountypa.gov,6
millercountyga.gov,2
millercountymo.gov,7
millscountyiowa.gov,7
millscountytx.gov,7
milwaukeecountywi.gov,4
minnehahacounty.gov,6
mitchellcountyks.gov,1
mitchellcountync.gov,1
mobilecountyal.gov,4
mohave.gov,4
moniteaucountymo.gov,2
monmouthcountynj.gov,8
monongaliacounty.gov,6
monongaliasheriff.gov,6
monroecountyal.gov,7
monroecounty-fl.gov,4
monroecounty.gov,6
monroecountyil.gov,6
monroecountymo.gov,6
monroecountyny-opi.gov,3
monroecountypa.gov,2
monroecountywv.gov,7
monroetn.gov,4
montcoga.gov,2
montgomerycountyar.gov,2
montgomerycountyhealthky.gov,1
montgomerycountyia.gov,4
montgomerycountyil.gov,7
montgomerycountymd.gov,4
montgomerycountync.gov,6
montgomerycountypa.gov,6
montgomerycountyva.gov,1
montourcounty.gov,7
moorecountync.gov,6
morgancounty-al.gov,4
morgancountyga.gov,2
morgancounty-il.gov,2
morgancountymo.gov,4
morgancounty-oh.gov,1
morgancountysheriffal.gov,10
morgancountytn.gov,7
morgancountyutah.gov,4
morgancountywv.gov,7
morrillcountyne.gov,7
morriscountynj.gov,1
morrowcountyohio.gov,4
moultriecountyil.gov,4
mowercountymn.gov,7
mrrjva.gov,4
mtcoks.gov,4
murraycountyga.gov,1
muscatinecountyiowa.gov,4
muskingumcountyoh.gov,4
nancecountyne.gov,7
nashcountync.gov,4
nassaucountyfl.gov,2
nassaucountyny.gov,7
natronacounty-wy.gov,6
navajocountyaz.gov,8
nelsoncountyky.gov,7
nemahacountyne.gov,7
nevadacountyca.gov,6
newaygocountymi.gov,4
newberrycounty.gov,7
newcastlede.gov,2
newmadridcountymo.gov,4
newtoncountymo.gov,2
niagaracounty-ny.gov,4
nobleco.gov,1
noblecountyohio.gov,6
noblecountyprosecutoroh.gov,7
norcopa.gov,1
northumberlandcountypa.gov,4
nortoncountyks.gov,7
nuckollscountyne.gov,6
nuecescountytx.gov,4
nwcleanairwa.gov,6
nyecountynv.gov,6
oaklandcountymi.gov,4
obioncountytn.gov,2
ocontocountywi.gov,1
ocsheriff.gov,4
oglecountyil.gov,4
oglethorpecountyga.gov,12
ohiocountyin.gov,1
ohiocountyky.gov,7
ohiocountywv.gov,2
okeechobeecountyfl.gov,2
okmulgeecounty.gov,1
oldhamcountyky.gov,2
olmstedcounty.gov,4
oneidacountywi.gov,2
onondaga.gov,2
onslowcountync.gov,12
ontariocountyny.gov,6
opcdla.gov,6
orangecountync.gov,2
orangecountyva.gov,5
orangecountyvt.gov,2
orleanscountyny.gov,6
osagecounty-ok.gov,4
osbornecounty.gov,1
osceolacountyia.gov,3
otoecountyne.gov,4
otsegocountymi.gov,1
ottertailcounty.gov,4
ourayco.gov,7
ouraycountyco.gov,6
outagamie.gov,6
overtoncountytn.gov,2
ozaukeecounty.gov,2
palmbeachcounty-fl.gov,4
palmbeachelections.gov,24
palmbeachvotes.gov,24
parkcountyco.gov,6
parkcountysheriff-wy.gov,1
parkcounty-wy.gov,1
parkecounty-in.gov,6
pascocountyfl.gov,12
pascovotes.gov,4
paulding.gov,12
pawneecountyne.gov,4
paynecountyok.gov,7
pbc.gov,4
pendercountync.gov,6
pendletoncountyky.gov,6
pendletoncountywv.gov,2
peoriacounty.gov,4
peoriaelections.gov,4
perquimanscountync.gov,4
perrycountyal.gov,1
perrycountyil.gov,2
perrycountyky.gov,3
perrycountymo.gov,3
perrycountyohio.gov,5
perrycountytn.gov,4
pershingcountynv.gov,4
personcountync.gov,4
piatt.gov,4
pickawaycountyohio.gov,6
pickenscountyga.gov,6
pickenscountysc.gov,4
piercecountyga.gov,7
piercecountyne.gov,7
piercecountywa.gov,4
pikecoga.gov,7
pikecountyil.gov,7
pikecountyky.gov,8
pikecounty-mo.gov,4
pikecountyms.gov,7
pikeky.gov,7
pikepa.gov,6
pima.gov,4
pinalcountyaz.gov,9
pinal.gov,7
pinecountymn.gov,0
pinellas.gov,3
pinellastaxcollector.gov,3
pipestonecounty.gov,6
pittcountync.gov,1
piute.gov,1
placercountyelections.gov,1
plymouthcountyiowa.gov,4
plymouthcountyma.gov,6
pocahontascountyiowa.gov,4
pokysoia.gov,4
polkcountyiowa.gov,4
polkcountymo.gov,3
polkcountyne.gov,6
polkcountywi.gov,4
polknc.gov,1
pontotoccountyms.gov,4
popecountyar.gov,4
popecountymn.gov,6
portagecounty-oh.gov,6
poseycountyin.gov,6
pottawatomiecountyok.gov,6
pottawattamiecounty-ia.gov,4
pottcounty-ia.gov,4
pottcountyks.gov,1
powellcountymt.gov,7
prairiedulongil.gov,2
prestoncountywv.gov,7
princegeorgecountyva.gov,4
princegeorgescountymd.gov,4
publicnoticesbaycountyfl.gov,2
puercovalleyfireaz.gov,5
pulaskicountyil.gov,7
putnamcountyny.gov,4
putnamcountyohio.gov,2
putnamcountytn.gov,4
putnamcountytnsheriff.gov,4
putnam-fl.gov,1
putnam-ga.gov,1
putnamil.gov,6
pwcva.gov,8
qac.gov,4
quaycounty-nm.gov,4
racinecounty.gov,2
rallscountymo.gov,7
ramseycountynd.gov,4
randallcounty.gov,4
randallso.gov,4
randolphcountyalabama.gov,2
randolphcountyil.gov,4
randolphcounty-mo.gov,6
randolphcountync.gov,2
rappahannockcountyva.gov,5
readyalbanycounty-ny.gov,1
redwillowcountyne.gov,6
renocountyks.gov,12
renvillecountymn.gov,6
resumemchenrycountyil.gov,6
reynoldscounty-mo.gov,4
rheacountytn.gov,3
ricecountymn.gov,2
richardsoncountyne.gov,6
richlandcountyoh.gov,9
richlandcountysc.gov,2
rileycountyks.gov,4
roanecountytn.gov,7
roanokecountyva.gov,2
robesoncountync.gov,4
rockbridgecountyva.gov,6
rockcountyne.gov,2
rockdalecountyga.gov,2
rockinghamcountync.gov,7
rockinghamcountyva.gov,4
rockislandcountyil.gov,1
rocklandcountyny.gov,6
rooseveltcountymt.gov,6
rosebudcountysheriffmt.gov,4
rosscountyohiocasa.gov,4
rosscountyohiocourts.gov,4
rosscountyohio.gov,7
rowancountync.gov,3
rushcountykansas.gov,5
ruskcountytx.gov,7
russellcountyky.gov,4
russellcountyva.gov,1
rutherfordcountync.gov,6
rutherfordcountytn.gov,6
saccounty.gov,4
saccountyiowa.gov,4
sagadahoccountyme.gov,4
saguachecounty-co.gov,7
salemcountynj.gov,3
salinecountyks.gov,2
salinecountyne.gov,4
saltlakecounty.gov,2
sandovalcountynm.gov,12
sanduskycountyoh.gov,12
sangamonil.gov,6
sanilaccounty.gov,4
sanjuancountywa.gov,4
sanmiguelcountyco.gov,7
sanpatriciocountytx.gov,6
sanpetecountyutah.gov,9
santacruzcountyaz.gov,4
santacruzcountyca.gov,4
santafecountynm.gov,1
sarasotavotes.gov,4
saratogacountyny.gov,4
sarpy.gov,4
saukcountywi.gov,4
sbcountyarc.gov,4
sbcountyatc.gov,4
sbcounty.gov,4
sccwi.gov,4
schenectadycountyny.gov,6
schohariecounty-ny.gov,1
schuylercountyil.gov,6
schuylercountyny.gov,4
schuylkillcountypa.gov,6
scottcoil.gov,6
scottcountyiowa.gov,4
scottcountyms.gov,6
scottcountyva.gov,1
scottky.gov,6
scottsbluffcountyne.gov,1
screvencosheriffga.gov,6
screvencountyga.gov,7
sdsheriff.gov,4
sebastiancountyar.gov,4
sedgwick.gov,2
seminolecountyfl.gov,4
seminolecountyoklahoma.gov,1
senecacountyohio.gov,4
sequatchiecountytn.gov,1
seviercountyar.gov,7
seviercountyassessor-ar.gov,4
seviercountytn.gov,6
sewardcountyne.gov,4
sgcountymt.gov,4
sharkeycountyms.gov,6
shastacounty.gov,4
shawanocountywi.gov,4
sheboygancountywi.gov,24
shelbycounty-il.gov,7
shelbycountytn.gov,2
sheridancountymt.gov,15
sheridancountywy.gov,4
sheriffmiamicountyks.gov,4
sheriffpendletoncountyky.gov,6
sheriffwashingtoncountymaine.gov,1
shermancountyks.gov,1
shermancountyne.gov,7
sibleycountyattorney.gov,4
sibleycounty.gov,6
simpsoncountyky.gov,6
siouxcountyne.gov,4
sjbparish.gov,7
sjcpa.gov,24
slopecountynd.gov,1
smcacre.gov,12
smithcountyms.gov,6
smithcountytn.gov,7
snohomishcountywa.gov,4
soecharlottecountyfl.gov,4
solanocounty.gov,2
sonomacounty.gov,2
spencercountyky.gov,1
spokanecounty.gov,6
staffordcountyva.gov,12
stanlycountync.gov,7
stantoncountyne.gov,7
starkcountynd.gov,2
starkcountyohio.gov,4
stcharlesparish-la.gov,6
stclaircountyil.gov,7
stearnscountymn.gov,8
steelecountymn.gov,4
stephenscountyga.gov,7
stephenscountytx.gov,2
stephensoncountyil.gov,4
steubencountyny.gov,1
stevenscountymn.gov,4
stevenscountywa.gov,4
stewartcountyga.gov,4
stillwatercountymt.gov,6
stjamesparishla.gov,7
stjohn-la.gov,7
stlawco.gov,12
stlfc.gov,4
stlouiscountymn.gov,2
stlouiscountymo.gov,12
stluciesheriff.gov,4
stmaryparishla.gov,7
stmaryscountymd.gov,1
stoddardcountyclerk.gov,4
stonecountyar.gov,7
stonecountymo.gov,2
stonecountyms.gov,4
storycountyiowa.gov,12
stutsmancounty.gov,4
sublettecountywy.gov,4
suffolkcountyny.gov,12
sullivancountynh.gov,6
sullivancountypa.gov,4
sullivancountytn.gov,9
summerscountywv.gov,2
summitcountyco.gov,4
sumnercountytn.gov,7
sumtercountyfl.gov,12
sumtercountysc.gov,12
surrycountync.gov,6
surrycountyncvotes.gov,2
surrycountyva.gov,4
sussexcountyde.gov,7
sussexcountyva.gov,4
suwcountyfl.gov,6
swaincountync.gov,2
sweetwatercountywy.gov,4
swparegionalcad.gov,2
talbotcountymd.gov,4
tallahatchiecountysheriffofficems.gov,4
tamacountyiowa.gov,4
taneycountymo.gov,6
tangipahoa.gov,8
taoscountynm.gov,7
tarrantcountytx.gov,4
tatecountyms.gov,4
tattnallcountyga.gov,6
taylorcountyhdwv.gov,6
taylorcountyky.gov,2
taylorcountywv.gov,1
tazewellcountyjury.gov,1
tazewell-il.gov,6
tellercounty.gov,4
terrellcountyga.gov,1
tetoncountyidaho.gov,7
tetoncountymt.gov,2
tetoncountywy.gov,4
texascountymissouri.gov,4
thayercountyne.gov,6
thomascountyga.gov,6
thomascountyks.gov,6
thomascountyne.gov,2
thomson-mcduffie.gov,1
throckmortoncountytx.gov,6
thurstoncountyne.gov,6
thurstoncountysheriffne.gov,2
thurstoncountywa.gov,1
tillamookcounty.gov,4
tiogacountyny.gov,4
tompkinscountyny.gov,2
tooeleco.gov,12
toolecountymt.gov,7
toolecountysheriffmt.gov,4
townofwautomawi.gov,7
townofwescott-wi.gov,6
traviscountytx.gov,2
trinitycounty-ca.gov,4
troupcountyga.gov,2
trousdalecountytn.gov,7
troytwpdelawareoh.gov,6
uintah.gov,7
ulstercountyny.gov,4
umatillacounty.gov,9
unicoicountytn.gov,2
unioncounty-fl.gov,4
unioncountyga.gov,2
unioncountyilcourts.gov,2
unioncountyil.gov,2
unioncountyiowa.gov,2
unioncountyky.gov,4
unioncountyncelections.gov,7
unioncountync.gov,5
unioncountyohio.gov,4
unioncountyor.gov,7
unioncountytn.gov,2
unionflpa.gov,4
unityor.gov,2
utahcounty.gov,6
valleycountymt.gov,6
valleycountyne.gov,7
vanburencountyia.gov,1
vanburencounty-mi.gov,2
vanburencountymi.gov,2
vanwertcountyohio.gov,4
venangocountypa.gov,12
vercountyil.gov,12
victoriacountytx.gov,4
vilascountywi.gov,4
vintoncountyohio.gov,2
volusia.gov,4
votebradfordfl.gov,4
votebrevard.gov,2
voteclaycountymo.gov,1
votefranklinfl.gov,7
voteglades.gov,7
votegulf.gov,7
votehamiltoncountyohio.gov,9
votehighlands.gov,4
votehillsborough.gov,5
votejacksonfl.gov,6
votelevy.gov,4
votemanatee.gov,4
votemarion.gov,7
voteokaloosa.gov,6
voteokeechobee.gov,15
voteosceola.gov,4
votepalmbeach.gov,24
votepinellas.gov,3
votesjc.gov,6
vrecc-nm.gov,4
wakecountync.gov,4
wake.gov,4
wakullaelectionfl.gov,6
wakullavotes.gov,6
waldocountyme.gov,4
walkercountyga.gov,7
wallowacounty.gov,4
wardnd.gov,4
warrencountyga.gov,4
warrencountyia.gov,4
warrencountyil.gov,4
